band,channel,index,macaddr,mode,radio_name,radio_type,spatial_stream,status,tx_power,utilization,ap_ap_deployment_mode,ap_client_count,ap_firmware_version,ap_group_name,ap_ip_address,ap_macaddr,ap_model,ap_name,ap_public_ip_address,ap_last_modified
0,11,1,RADIO_6dd150e58733,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,12.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_a2bd2caa5111,AP_ab36ac124040,315,AP-CIEN39,158.109.XXX.XXX,1747064231
1,40,0,RADIO_d859d05ebfc3,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,2.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_07ec1e9e7fbf,AP_70a4566c8f63,315,AP-DISP02,158.109.XXX.XXX,1747356296
0,11,1,RADIO_1a923b3809bb,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,36.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_07ec1e9e7fbf,AP_70a4566c8f63,315,AP-DISP02,158.109.XXX.XXX,1747356296
1,56,0,RADIO_8ac451754bb6,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_462b5989b404,AP_8521ea5d4c4e,315,AP-FTI24,158.109.XXX.XXX,1748375596
0,6,1,RADIO_47a4cf3d35b0,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,23.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_462b5989b404,AP_8521ea5d4c4e,315,AP-FTI24,158.109.XXX.XXX,1748375596
1,116,0,RADIO_8dd52305d9b1,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_c428f9d6ef53,AP_89d6fe7058c9,315,AP-ETSE73,158.109.XXX.XXX,1748341081
0,6,1,RADIO_04730d748a95,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,32.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_c428f9d6ef53,AP_89d6fe7058c9,315,AP-ETSE73,158.109.XXX.XXX,1748341081
1,108,0,RADIO_da1282ae23fb,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,1.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_fd5243b114ae,AP_6e1fe3e1518b,315,AP-CIEN38,158.109.XXX.XXX,1747356294
0,6,1,RADIO_cf4e7ba30055,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,9.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_fd5243b114ae,AP_6e1fe3e1518b,315,AP-CIEN38,158.109.XXX.XXX,1747356294
1,52,0,RADIO_298814c49dd6,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,3.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_c18a683ff803,AP_8a310bf816c7,315,AP-SAB-S108,158.109.XXX.XXX,1747356322
0,6,1,RADIO_6891eed58fc0,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,32.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_c18a683ff803,AP_8a310bf816c7,315,AP-SAB-S108,158.109.XXX.XXX,1747356322
1,120,0,RADIO_924bef1c1eae,0,Radio 5 GHz,802.11ac,4x4:4,Up,20.0,3.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_824bcee1cfd3,AP_32ba6efa3077,315,AP-VET68,158.109.XXX.XXX,1747805476
0,1,1,RADIO_91aed3e896a6,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,18.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_824bcee1cfd3,AP_32ba6efa3077,315,AP-VET68,158.109.XXX.XXX,1747805476
1,140,0,RADIO_6b4ada72830e,0,Radio 5 GHz,802.11ac,4x4:4,Up,21.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_479768d348a9,AP_885bd378a057,315,AP-LLET36,158.109.XXX.XXX,1749636818
0,6,1,RADIO_1121cf291fe6,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,25.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_479768d348a9,AP_885bd378a057,315,AP-LLET36,158.109.XXX.XXX,1749636818
1,120,0,RADIO_3271ced0e794,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,3.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_8603c4b966ec,AP_27ba7a4d21e3,315,AP-LLET34,158.109.XXX.XXX,1748926692
0,11,1,RADIO_1b86a60b2c93,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,20.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_8603c4b966ec,AP_27ba7a4d21e3,315,AP-LLET34,158.109.XXX.XXX,1748926692
1,60,0,RADIO_4ed1ab8fc640,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_213c7fa343ea,AP_ad122dbe62a3,315,AP-CCOM35,158.109.XXX.XXX,1749186105
0,6,1,RADIO_c44e63aba8e2,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,15.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_213c7fa343ea,AP_ad122dbe62a3,315,AP-CCOM35,158.109.XXX.XXX,1749186105
1,52,0,RADIO_18100a5a616a,0,Radio 5 GHz,802.11ac,4x4:4,Up,21.0,2.0,IAP,11,10.6.0.3_90581,Bellaterra,IP_c85c58e56a1d,AP_8316896aeb16,315,AP-VET65,158.109.XXX.XXX,1747655980
0,1,1,RADIO_de6cf5f90d68,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,17.0,IAP,11,10.6.0.3_90581,Bellaterra,IP_c85c58e56a1d,AP_8316896aeb16,315,AP-VET65,158.109.XXX.XXX,1747655980
1,104,0,RADIO_b0402ed2b8ba,0,Radio 5 GHz,802.11ac,4x4:4,Up,21.0,2.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_92e6d27c612d,AP_98ebff9c714f,315,AP-CEDU35,158.109.XXX.XXX,1749706714
0,1,1,RADIO_98701e132cb3,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,20.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_92e6d27c612d,AP_98ebff9c714f,315,AP-CEDU35,158.109.XXX.XXX,1749706714
1,56,0,RADIO_a1392c5072b5,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,8.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_ba9f65d6628a,AP_1b360ca196c3,315,AP-ETSE77,158.109.XXX.XXX,1747081020
0,1,1,RADIO_530c7eeee7fd,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,15.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_ba9f65d6628a,AP_1b360ca196c3,315,AP-ETSE77,158.109.XXX.XXX,1747081020
1,52,0,RADIO_9cfbfe9ef85d,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,3.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_29c1be803a80,AP_e19f558432fb,315,AP-VET63,158.109.XXX.XXX,1747356297
0,1,1,RADIO_53bf9dad85e0,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,25.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_29c1be803a80,AP_e19f558432fb,315,AP-VET63,158.109.XXX.XXX,1747356297
1,108,0,RADIO_376acb19d224,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,2.0,IAP,10,10.6.0.3_90581,Bellaterra,IP_37866389e5c1,AP_519cae3b87d4,315,AP-CIEN117,158.109.XXX.XXX,1747078981
0,6,1,RADIO_feb6f4567091,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,22.0,IAP,10,10.6.0.3_90581,Bellaterra,IP_37866389e5c1,AP_519cae3b87d4,315,AP-CIEN117,158.109.XXX.XXX,1747078981
1,104,0,RADIO_cde0b4d45ece,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,10.0,IAP,9,10.6.0.3_90581,Bellaterra,IP_0843165da883,AP_803c9cbe9c4e,315,AP-CEDU73,158.109.XXX.XXX,1749706966
0,1,1,RADIO_adddf726648f,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,12.0,IAP,9,10.6.0.3_90581,Bellaterra,IP_0843165da883,AP_803c9cbe9c4e,315,AP-CEDU73,158.109.XXX.XXX,1749706966
1,64,0,RADIO_379ce524717a,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,2.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_61108e02eae2,AP_2274140e7107,315,AP-CEDU74,158.109.XXX.XXX,1749706968
0,6,1,RADIO_4a082d33aa5b,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,36.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_61108e02eae2,AP_2274140e7107,315,AP-CEDU74,158.109.XXX.XXX,1749706968
1,120,0,RADIO_3da121ddb62a,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,2.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_9dcdccbd8362,AP_be023d54674a,315,AP-ETSE78,158.109.XXX.XXX,1747063119
0,11,1,RADIO_4660930767b3,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,16.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_9dcdccbd8362,AP_be023d54674a,315,AP-ETSE78,158.109.XXX.XXX,1747063119
1,52,0,RADIO_978a32a86dd0,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,2.0,IAP,20,10.6.0.3_90581,Bellaterra,IP_b91bd17b9057,AP_e51f5505df75,315,AP-CIEN119,158.109.XXX.XXX,1747089666
0,11,1,RADIO_3dfb195e3748,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,26.0,IAP,20,10.6.0.3_90581,Bellaterra,IP_b91bd17b9057,AP_e51f5505df75,315,AP-CIEN119,158.109.XXX.XXX,1747089666
1,108,0,RADIO_4da8ff7b9fce,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,3.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_5665734fb3e9,AP_fcfbbbec0073,315,AP-ECON06,158.109.XXX.XXX,1749014901
0,6,1,RADIO_e9b265f53a80,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,35.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_5665734fb3e9,AP_fcfbbbec0073,315,AP-ECON06,158.109.XXX.XXX,1749014901
1,124,0,RADIO_dd5e80a2ae98,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_f25001d5c709,AP_890a75e43e7f,315,AP-CIEN115,158.109.XXX.XXX,1749567332
0,1,1,RADIO_27a8196e42a7,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,12.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_f25001d5c709,AP_890a75e43e7f,315,AP-CIEN115,158.109.XXX.XXX,1749567332
1,108,0,RADIO_172f9fb81538,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,1.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_45d84fdebfae,AP_8b9af947a89f,315,AP-ETSE80,158.109.XXX.XXX,1747356292
0,1,1,RADIO_cb34bf6b40ba,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,30.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_45d84fdebfae,AP_8b9af947a89f,315,AP-ETSE80,158.109.XXX.XXX,1747356292
1,116,0,RADIO_0ba631b0edb9,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,3.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_ed311eb639af,AP_52de0802bf1c,315,AP-VH17,158.109.XXX.XXX,1749770707
0,11,1,RADIO_fc945afaf0b1,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,11.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_ed311eb639af,AP_52de0802bf1c,315,AP-VH17,158.109.XXX.XXX,1749770707
1,136,0,RADIO_62ee4f6c746e,0,Radio 5 GHz,802.11ac,4x4:4,Up,21.0,4.0,IAP,45,10.6.0.3_90581,Bellaterra,IP_79e24a23d15c,AP_02b001548a26,315,AP-VET06,158.109.XXX.XXX,1747066024
0,11,1,RADIO_b67e3ae45446,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,32.0,IAP,45,10.6.0.3_90581,Bellaterra,IP_79e24a23d15c,AP_02b001548a26,315,AP-VET06,158.109.XXX.XXX,1747066024
1,104,0,RADIO_d61446827a8c,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,6.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_8ba3325b3e12,AP_dabda121e680,315,AP-LLET03,158.109.XXX.XXX,1748926681
0,1,1,RADIO_8c2479d34ed9,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,31.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_8ba3325b3e12,AP_dabda121e680,315,AP-LLET03,158.109.XXX.XXX,1748926681
1,52,0,RADIO_f290355e1988,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,8.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_849ffb14f3dc,AP_ec09b9bb9ab1,315,AP-POL05,158.109.XXX.XXX,1749013624
0,6,1,RADIO_0209fd2fdac0,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,28.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_849ffb14f3dc,AP_ec09b9bb9ab1,315,AP-POL05,158.109.XXX.XXX,1749013624
1,56,0,RADIO_9da2a985a917,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_497e83bba407,AP_64bb70fe08ed,315,AP-ECON20,158.109.XXX.XXX,1749015449
0,1,1,RADIO_269071906e29,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,18.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_497e83bba407,AP_64bb70fe08ed,315,AP-ECON20,158.109.XXX.XXX,1749015449
1,120,0,RADIO_cf3963c4fdf3,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_e9c688e369c7,AP_7c0d807f1dd4,315,AP-CIEN116,158.109.XXX.XXX,1747356293
0,1,1,RADIO_928ce84c593f,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,24.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_e9c688e369c7,AP_7c0d807f1dd4,315,AP-CIEN116,158.109.XXX.XXX,1747356293
1,40,0,RADIO_5671e94569e8,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_165e810da2f7,AP_f4701a471549,315,AP-AULAJ25,158.109.XXX.XXX,1747065353
0,1,1,RADIO_69cbf0a40030,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,34.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_165e810da2f7,AP_f4701a471549,315,AP-AULAJ25,158.109.XXX.XXX,1747065353
1,136,0,RADIO_2745e7786b16,0,Radio 5 GHz,802.11ac,4x4:4,Up,21.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_cbaeebf64012,AP_29cd659ae426,315,AP-SAF09,158.109.XXX.XXX,1747356468
0,1,1,RADIO_22cdfc1574e5,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,18.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_cbaeebf64012,AP_29cd659ae426,315,AP-SAF09,158.109.XXX.XXX,1747356468
1,60,0,RADIO_a596c66b6901,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,3.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_ff7a9317e011,AP_e32dc6090a05,315,AP-ECON04,158.109.XXX.XXX,1748926814
0,1,1,RADIO_335cdaeb9eca,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,15.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_ff7a9317e011,AP_e32dc6090a05,315,AP-ECON04,158.109.XXX.XXX,1748926814
1,36,0,RADIO_b0cb438c1094,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_63e2af156e5f,AP_8c0257c29388,315,AP-CCOM21,158.109.XXX.XXX,1748078826
0,11,1,RADIO_44300a8198dc,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,28.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_63e2af156e5f,AP_8c0257c29388,315,AP-CCOM21,158.109.XXX.XXX,1748078826
1,100,0,RADIO_3969edf093b1,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_ca2e5866e646,AP_b6620142fdd3,315,AP-VET67,158.109.XXX.XXX,1747656012
0,11,1,RADIO_f4aee8cc8d25,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,12.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_ca2e5866e646,AP_b6620142fdd3,315,AP-VET67,158.109.XXX.XXX,1747656012
1,40,0,RADIO_b1273e885e09,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,2.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_112d3c64e184,AP_0dd475ec97e9,315,AP-CIEN113,158.109.XXX.XXX,1747356468
0,6,1,RADIO_8fc2371f3939,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,20.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_112d3c64e184,AP_0dd475ec97e9,315,AP-CIEN113,158.109.XXX.XXX,1747356468
1,140,0,RADIO_2c263398d965,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,9.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_526d3c046fed,AP_c786cb1ac466,315,AP-LLET131,158.109.XXX.XXX,1748926685
0,1,1,RADIO_cbd8be78f74f,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,46.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_526d3c046fed,AP_c786cb1ac466,315,AP-LLET131,158.109.XXX.XXX,1748926685
1,64,0,RADIO_9535745859e0,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,1.0,IAP,13,10.6.0.3_90581,Bellaterra,IP_6603fae46b5f,AP_b09eeb4afe8f,315,AP-CIEN109,158.109.XXX.XXX,1747356467
0,1,1,RADIO_2ef25af18665,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,23.0,IAP,13,10.6.0.3_90581,Bellaterra,IP_6603fae46b5f,AP_b09eeb4afe8f,315,AP-CIEN109,158.109.XXX.XXX,1747356467
1,140,0,RADIO_bb1e614d3706,0,Radio 5 GHz,802.11ax,4x4:4,Up,21.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_812dee949ebe,AP_907227674a38,535,AP-REC03,158.109.XXX.XXX,1747893397
0,6,1,RADIO_2c7c4ccb746d,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,11.0,31.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_812dee949ebe,AP_907227674a38,535,AP-REC03,158.109.XXX.XXX,1747893397
1,100,0,RADIO_53aea17b5c13,0,Radio 5 GHz,802.11ax,4x4:4,Up,15.0,10.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_206926cb4f16,AP_bbb498020635,535,AP-LLET37,158.109.XXX.XXX,1749747774
0,1,1,RADIO_521809402da6,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,11.0,22.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_206926cb4f16,AP_bbb498020635,535,AP-LLET37,158.109.XXX.XXX,1749747774
1,52,0,RADIO_239ebcbde043,0,Radio 5 GHz,802.11ax,4x4:4,Up,21.0,5.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_eb4ec3a7bb41,AP_bf1b3b0ae8df,535,AP-SI05,158.109.XXX.XXX,1747356318
0,11,1,RADIO_816b89c7dbc2,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,12.0,11.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_eb4ec3a7bb41,AP_bf1b3b0ae8df,535,AP-SI05,158.109.XXX.XXX,1747356318
1,132,0,RADIO_0fbdf4f82473,0,Radio 5 GHz,802.11ax,4x4:4,Up,21.0,4.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_afacf2c2a8e9,AP_99611a469ee2,535,AP-REC02,158.109.XXX.XXX,1747662522
0,1,1,RADIO_ea78a67c7d71,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,12.0,21.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_afacf2c2a8e9,AP_99611a469ee2,535,AP-REC02,158.109.XXX.XXX,1747662522
1,120,0,RADIO_4bf6e4fcc400,0,Radio 5 GHz,802.11ax,4x4:4,Up,16.0,2.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_7de8eb3c1e90,AP_3d964358bf26,535,AP-ETSE02,158.109.XXX.XXX,1747211848
0,11,1,RADIO_0e20cd7811de,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,12.0,32.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_7de8eb3c1e90,AP_3d964358bf26,535,AP-ETSE02,158.109.XXX.XXX,1747211848
1,60,0,RADIO_828a7263f9b5,0,Radio 5 GHz,802.11ax,4x4:4,Up,15.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_116a49371712,AP_367005b4829b,535,AP-REC18,158.109.XXX.XXX,1747356293
0,1,1,RADIO_69ada86f2aae,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,8.0,19.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_116a49371712,AP_367005b4829b,535,AP-REC18,158.109.XXX.XXX,1747356293
1,128,0,RADIO_a3a668366ea5,0,Radio 5 GHz,802.11ax,4x4:4,Up,16.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_336dfdd2b17c,AP_c820709f10ad,535,AP-FTI22,158.109.XXX.XXX,1749637838
0,6,1,RADIO_afa155b3eec6,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,10.0,37.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_336dfdd2b17c,AP_c820709f10ad,535,AP-FTI22,158.109.XXX.XXX,1749637838
1,40,0,RADIO_4afba17260d7,0,Radio 5 GHz,802.11ax,4x4:4,Up,17.0,3.0,IAP,9,10.6.0.3_90581,Bellaterra,IP_0338e792d611,AP_03b09fc7c87c,535,AP-ETSE03,158.109.XXX.XXX,1748727756
0,11,1,RADIO_8a7df1540e99,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,12.0,37.0,IAP,9,10.6.0.3_90581,Bellaterra,IP_0338e792d611,AP_03b09fc7c87c,535,AP-ETSE03,158.109.XXX.XXX,1748727756
1,132,0,RADIO_cc2e0fb5f1da,0,Radio 5 GHz,802.11ax,4x4:4,Up,15.0,3.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_7eab30b2a476,AP_b1b7741a1663,535,AP-REC08,158.109.XXX.XXX,1747079407
0,6,1,RADIO_33dead3228d7,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,8.0,26.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_7eab30b2a476,AP_b1b7741a1663,535,AP-REC08,158.109.XXX.XXX,1747079407
1,112,0,RADIO_edc1c14afc0f,0,Radio 5 GHz,802.11ax,4x4:4,Up,16.0,3.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_4e3570486e83,AP_a7a5a67c18fd,535,AP-REC01,158.109.XXX.XXX,1747356293
0,11,1,RADIO_4c19f3daf3c9,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,8.0,27.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_4e3570486e83,AP_a7a5a67c18fd,535,AP-REC01,158.109.XXX.XXX,1747356293
1,52,0,RADIO_66e364513eb1,0,Radio 5 GHz,802.11ax,4x4:4,Up,16.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_b4aff73e586b,AP_2fa0d4bc796a,535,AP-CIEN83,158.109.XXX.XXX,1749785562
0,1,1,RADIO_7fbe9f7f8f0f,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,11.0,31.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_b4aff73e586b,AP_2fa0d4bc796a,535,AP-CIEN83,158.109.XXX.XXX,1749785562
1,112,0,RADIO_9997c3f75248,0,Radio 5 GHz,802.11ax,4x4:4,Up,16.0,3.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_5a8a4fe77c72,AP_c01e859ea133,535,AP-REC05,158.109.XXX.XXX,1747926746
0,1,1,RADIO_59f92357e1e7,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,9.0,19.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_5a8a4fe77c72,AP_c01e859ea133,535,AP-REC05,158.109.XXX.XXX,1747926746
1,112,0,RADIO_13454945e810,0,Radio 5 GHz,802.11ax,4x4:4,Up,15.0,2.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_3b63e3c17d8c,AP_fbe849a73a8c,535,AP-ETSE61,158.109.XXX.XXX,1747356295
0,1,1,RADIO_a704cf752644,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,9.0,28.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_3b63e3c17d8c,AP_fbe849a73a8c,535,AP-ETSE61,158.109.XXX.XXX,1747356295
1,124,0,RADIO_89b71a5d9289,0,Radio 5 GHz,802.11ax,4x4:4,Up,16.0,2.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_ad1f8d38baa2,AP_48af49f544ea,535,AP-CIEN30,158.109.XXX.XXX,1747356467
0,6,1,RADIO_031bb59097dc,0,Radio 2.4 GHz,802.11ax,4x4:4,Up,12.0,69.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_ad1f8d38baa2,AP_48af49f544ea,535,AP-CIEN30,158.109.XXX.XXX,1747356467
1,140,0,RADIO_9dcea4d0989f,0,Radio 5 GHz,802.11ax,4x4:4,Up,17.0,9.0,IAP,29,10.6.0.3_90581,Bellaterra,IP_71c60f377dad,AP_e12836a65777,575,AP-EXTCEDU01,158.109.XXX.XXX,1748963138
0,6,1,RADIO_75040f8c13d3,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,58.0,IAP,29,10.6.0.3_90581,Bellaterra,IP_71c60f377dad,AP_e12836a65777,575,AP-EXTCEDU01,158.109.XXX.XXX,1748963138
1,140,0,RADIO_01e5688f3090,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_fa86fc09a3ef,AP_9921e56bdac9,315,AP-VET44,158.109.XXX.XXX,1747356469
0,6,1,RADIO_c03e5c3ec825,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,31.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_fa86fc09a3ef,AP_9921e56bdac9,315,AP-VET44,158.109.XXX.XXX,1747356469
1,116,0,RADIO_e84b5e5341a5,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c8df829ae47a,AP_fb570da4ff8d,315,AP-VET39,158.109.XXX.XXX,1747068518
0,1,1,RADIO_495f5fdfbbf7,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,23.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_c8df829ae47a,AP_fb570da4ff8d,315,AP-VET39,158.109.XXX.XXX,1747068518
